Complaint_No,Weapon_Type
20120408000600,"Blunt Object(club,hammer,etc)           "
20120408001202,"Personal Weapons (hands,feet,teeth,etc.)"
20120408005402,"Personal Weapons (hands,feet,teeth,etc.)"
20120408011202,Knife                                   
20120408011505,"Personal Weapons (hands,feet,teeth,etc.)"
20120408011601,"Personal Weapons (hands,feet,teeth,etc.)"
20120408020102,"Personal Weapons (hands,feet,teeth,etc.)"
20120408020203,Not Applicable/None                     
20120408030602,"Personal Weapons (hands,feet,teeth,etc.)"
20120408042101,"Personal Weapons (hands,feet,teeth,etc.)"
20120408082200,"Personal Weapons (hands,feet,teeth,etc.)"
20120408105601,Handgun                                 
20120408111700,"Personal Weapons (hands,feet,teeth,etc.)"
20120408112901,"Personal Weapons (hands,feet,teeth,etc.)"
20120408120502,Handgun                                 
20120408120902,"Personal Weapons (hands,feet,teeth,etc.)"
20120408124001,"Personal Weapons (hands,feet,teeth,etc.)"
20120408130902,Not Applicable/None                     
20120408132003,"Personal Weapons (hands,feet,teeth,etc.)"
20120408142101,"Personal Weapons (hands,feet,teeth,etc.)"
20120408142500,"Blunt Object(club,hammer,etc)           "
20120408154400,"Personal Weapons (hands,feet,teeth,etc.)"
20120408160001,Knife                                   
20120408160201,Handgun                                 
20120408161101,Knife                                   
20120408164801,"Personal Weapons (hands,feet,teeth,etc.)"
20120408180600,"Personal Weapons (hands,feet,teeth,etc.)"
20120408185604,"Personal Weapons (hands,feet,teeth,etc.)"
20120408195001,"Personal Weapons (hands,feet,teeth,etc.)"
20120408195900,"Personal Weapons (hands,feet,teeth,etc.)"
20120408201000,"Personal Weapons (hands,feet,teeth,etc.)"
20120408201800,"Personal Weapons (hands,feet,teeth,etc.)"
20120408202403,Handgun                                 
20120408202601,Not Applicable/None                     
20120408202601,"Personal Weapons (hands,feet,teeth,etc.)"
20120408210401,"Personal Weapons (hands,feet,teeth,etc.)"
20120408213703,Handgun                                 
20120408214902,"Personal Weapons (hands,feet,teeth,etc.)"
20120408222200,"Personal Weapons (hands,feet,teeth,etc.)"
20120408222700,"Personal Weapons (hands,feet,teeth,etc.)"
20120408231202,Handgun                                 
20120408235900,"Personal Weapons (hands,feet,teeth,etc.)"
20120409005402,Handgun                                 
20120409010201,"Personal Weapons (hands,feet,teeth,etc.)"
20120409012702,Handgun                                 
20120409035900,Saw/Cutting Tool                        
20120409072101,"Blunt Object(club,hammer,etc)           "
20120409072101,"Personal Weapons (hands,feet,teeth,etc.)"
20120409090201,"Personal Weapons (hands,feet,teeth,etc.)"
20120409090901,"Personal Weapons (hands,feet,teeth,etc.)"
20120409092100,"Personal Weapons (hands,feet,teeth,etc.)"
20120409094200,"Personal Weapons (hands,feet,teeth,etc.)"
20120409095404,Handgun                                 
20120409102200,Not Applicable/None                     
20120409105400,"Personal Weapons (hands,feet,teeth,etc.)"
20120409105401,Not Applicable/None                     
20120409124305,"Personal Weapons (hands,feet,teeth,etc.)"
20120409125805,"Personal Weapons (hands,feet,teeth,etc.)"
20120409130900,"Personal Weapons (hands,feet,teeth,etc.)"
20120409134902,Knife                                   
20120409135607,"Personal Weapons (hands,feet,teeth,etc.)"
20120409151904,"Personal Weapons (hands,feet,teeth,etc.)"
20120409170603,Handgun                                 
20120409180303,"Personal Weapons (hands,feet,teeth,etc.)"
20120409183801,"Personal Weapons (hands,feet,teeth,etc.)"
20120409184800,"Personal Weapons (hands,feet,teeth,etc.)"
20120409185101,"Personal Weapons (hands,feet,teeth,etc.)"
20120409190400,Knife                                   
20120409194800,"Personal Weapons (hands,feet,teeth,etc.)"
20120409202402,"Personal Weapons (hands,feet,teeth,etc.)"
20120409210201,"Personal Weapons (hands,feet,teeth,etc.)"
20120409212300,"Personal Weapons (hands,feet,teeth,etc.)"
20120409214001,Not Applicable/None                     
20120409225301,"Personal Weapons (hands,feet,teeth,etc.)"
20120409234205,Knife                                   
20120410010003,"Personal Weapons (hands,feet,teeth,etc.)"
20120410010700,Handgun                                 
20120410011001,"Personal Weapons (hands,feet,teeth,etc.)"
20120410014101,"Personal Weapons (hands,feet,teeth,etc.)"
20120410020002,"Personal Weapons (hands,feet,teeth,etc.)"
20120410022504,Knife                                   
20120410042801,Handgun                                 
20120410042801,Shotgun                                 
20120410052301,Handgun                                 
20120410052301,Shotgun                                 
20120410091800,"Personal Weapons (hands,feet,teeth,etc.)"
20120410093500,"Personal Weapons (hands,feet,teeth,etc.)"
20120410094003,Not Applicable/None                     
20120410103103,Not Applicable/None                     
20120410110101,"Personal Weapons (hands,feet,teeth,etc.)"
20120410120200,"Personal Weapons (hands,feet,teeth,etc.)"
20120410121000,"Personal Weapons (hands,feet,teeth,etc.)"
20120410124604,"Personal Weapons (hands,feet,teeth,etc.)"
20120410125201,"Personal Weapons (hands,feet,teeth,etc.)"
20120410125802,"Personal Weapons (hands,feet,teeth,etc.)"
20120410125903,"Personal Weapons (hands,feet,teeth,etc.)"
20120410131702,"Personal Weapons (hands,feet,teeth,etc.)"
20120410131803,Handgun                                 
20120410131803,Shotgun                                 
20120410134603,"Personal Weapons (hands,feet,teeth,etc.)"
20120410143402,Vehicle                                 
20120410144004,"Personal Weapons (hands,feet,teeth,etc.)"
20120410150503,Knife                                   
20120410160302,"Personal Weapons (hands,feet,teeth,etc.)"
20120410160803,"Blunt Object(club,hammer,etc)           "
20120410161902,"Personal Weapons (hands,feet,teeth,etc.)"
20120410162604,"Personal Weapons (hands,feet,teeth,etc.)"
20120410172606,"Personal Weapons (hands,feet,teeth,etc.)"
20120410173704,"Personal Weapons (hands,feet,teeth,etc.)"
20120410181101,Handgun                                 
20120410181301,Not Applicable/None                     
20120410190402,Shotgun                                 
20120410192501,Handgun                                 
20120410193100,Vehicle                                 
20120410193100,"Personal Weapons (hands,feet,teeth,etc.)"
20120410195800,"Personal Weapons (hands,feet,teeth,etc.)"
20120410202100,"Personal Weapons (hands,feet,teeth,etc.)"
20120410204302,"Personal Weapons (hands,feet,teeth,etc.)"
20120410204701,Handgun                                 
20120410210602,"Personal Weapons (hands,feet,teeth,etc.)"
20120410210800,"Personal Weapons (hands,feet,teeth,etc.)"
20120410210800,Handgun                                 
20120410212200,"Personal Weapons (hands,feet,teeth,etc.)"
20120410213008,"Personal Weapons (hands,feet,teeth,etc.)"
20120410225300,Knife                                   
20120410225701,"Personal Weapons (hands,feet,teeth,etc.)"
20120410231600,"Personal Weapons (hands,feet,teeth,etc.)"
20120411000700,"Personal Weapons (hands,feet,teeth,etc.)"
20120411002902,Handgun                                 
20120411010602,"Personal Weapons (hands,feet,teeth,etc.)"
20120411012500,Not Applicable/None                     
20120411013303,"Personal Weapons (hands,feet,teeth,etc.)"
20120411015900,"Personal Weapons (hands,feet,teeth,etc.)"
20120411062300,"Personal Weapons (hands,feet,teeth,etc.)"
20120411063900,Handgun                                 
20120411063900,Vehicle                                 
20120411101400,"Personal Weapons (hands,feet,teeth,etc.)"
20120411105504,"Personal Weapons (hands,feet,teeth,etc.)"
20120411123300,Handgun                                 
20120411125301,"Personal Weapons (hands,feet,teeth,etc.)"
20120411130402,"Personal Weapons (hands,feet,teeth,etc.)"
20120411132303,"Personal Weapons (hands,feet,teeth,etc.)"
20120411133303,Knife                                   
20120411134900,Not Applicable/None                     
20120411140801,"Personal Weapons (hands,feet,teeth,etc.)"
20120411143302,"Personal Weapons (hands,feet,teeth,etc.)"
20120411144200,"Personal Weapons (hands,feet,teeth,etc.)"
20120411144705,Handgun                                 
20120411150602,Handgun                                 
20120411154402,"Personal Weapons (hands,feet,teeth,etc.)"
20120411154703,"Personal Weapons (hands,feet,teeth,etc.)"
20120411155904,Not Applicable/None                     
20120411163702,"Personal Weapons (hands,feet,teeth,etc.)"
20120411171901,Handgun                                 
20120411175100,"Personal Weapons (hands,feet,teeth,etc.)"
20120411175202,Knife                                   
20120411181202,"Personal Weapons (hands,feet,teeth,etc.)"
20120411190700,"Personal Weapons (hands,feet,teeth,etc.)"
20120411193700,Knife                                   
20120411194001,"Personal Weapons (hands,feet,teeth,etc.)"
20120411194201,"Personal Weapons (hands,feet,teeth,etc.)"
20120411195402,"Personal Weapons (hands,feet,teeth,etc.)"
20120411202700,"Personal Weapons (hands,feet,teeth,etc.)"
20120411202702,"Personal Weapons (hands,feet,teeth,etc.)"
20120411203404,"Personal Weapons (hands,feet,teeth,etc.)"
20120411204001,Handgun                                 
20120411211100,"Personal Weapons (hands,feet,teeth,etc.)"
20120411213500,"Blunt Object(club,hammer,etc)           "
20120411213500,Unknown/Not Stated                      
20120411221802,Handgun                                 
20120411222201,"Personal Weapons (hands,feet,teeth,etc.)"
20120411231901,Handgun                                 
20120412011805,Asphyxiation                            
20120412011805,"Personal Weapons (hands,feet,teeth,etc.)"
20120412030200,Handgun                                 
20120412050000,"Blunt Object(club,hammer,etc)           "
20120412073701,"Personal Weapons (hands,feet,teeth,etc.)"
20120412080102,Not Applicable/None                     
20120412102700,"Personal Weapons (hands,feet,teeth,etc.)"
20120412105001,Other Weapon                            
20120412115504,Not Applicable/None                     
20120412131301,"Personal Weapons (hands,feet,teeth,etc.)"
20120412140602,"Personal Weapons (hands,feet,teeth,etc.)"
20120412142103,"Personal Weapons (hands,feet,teeth,etc.)"
20120412142500,"Personal Weapons (hands,feet,teeth,etc.)"
20120412143103,"Personal Weapons (hands,feet,teeth,etc.)"
20120412143305,Unknown/Not Stated                      
20120412144703,Handgun                                 
20120412145400,"Personal Weapons (hands,feet,teeth,etc.)"
20120412154101,"Personal Weapons (hands,feet,teeth,etc.)"
20120412173201,"Personal Weapons (hands,feet,teeth,etc.)"
20120412184700,Other Cutting Instrument                
20120412185000,"Blunt Object(club,hammer,etc)           "
20120412194601,Other Weapon                            
20120412194601,"Personal Weapons (hands,feet,teeth,etc.)"
20120412200501,"Personal Weapons (hands,feet,teeth,etc.)"
20120412201600,"Personal Weapons (hands,feet,teeth,etc.)"
20120412213603,Handgun                                 
20120412223302,Handgun                                 
20120412224600,"Personal Weapons (hands,feet,teeth,etc.)"
20120412232003,"Personal Weapons (hands,feet,teeth,etc.)"
20120412233803,Handgun                                 
20120412233805,"Personal Weapons (hands,feet,teeth,etc.)"
20120413001401,"Personal Weapons (hands,feet,teeth,etc.)"
20120413001401,Knife                                   
20120413010100,Not Applicable/None                     
20120413014900,"Personal Weapons (hands,feet,teeth,etc.)"
20120413022800,"Personal Weapons (hands,feet,teeth,etc.)"
20120413024502,"Personal Weapons (hands,feet,teeth,etc.)"
20120413050100,Handgun                                 
20120413055100,"Personal Weapons (hands,feet,teeth,etc.)"
20120413062100,"Personal Weapons (hands,feet,teeth,etc.)"
20120413070000,Unknown/Not Stated                      
20120413084604,"Personal Weapons (hands,feet,teeth,etc.)"
20120413084902,"Personal Weapons (hands,feet,teeth,etc.)"
20120413091500,Knife                                   
20120413091800,Knife                                   
20120413092202,Knife                                   
20120413103300,"Personal Weapons (hands,feet,teeth,etc.)"
20120413112100,Handgun                                 
20120413115002,Poison (includes gas)                   
20120413115002,"Personal Weapons (hands,feet,teeth,etc.)"
20120413121705,Knife                                   
20120413131500,Knife                                   
20120413131902,"Personal Weapons (hands,feet,teeth,etc.)"
20120413135403,Handgun                                 
20120413143901,"Personal Weapons (hands,feet,teeth,etc.)"
20120413144900,Knife                                   
20120413145701,"Personal Weapons (hands,feet,teeth,etc.)"
20120413150202,"Personal Weapons (hands,feet,teeth,etc.)"
20120413155801,"Personal Weapons (hands,feet,teeth,etc.)"
20120413160700,"Personal Weapons (hands,feet,teeth,etc.)"
20120413160700,"Blunt Object(club,hammer,etc)           "
20120413161701,"Personal Weapons (hands,feet,teeth,etc.)"
20120413161901,"Personal Weapons (hands,feet,teeth,etc.)"
20120413165800,"Personal Weapons (hands,feet,teeth,etc.)"
20120413173301,"Personal Weapons (hands,feet,teeth,etc.)"
20120413175303,"Personal Weapons (hands,feet,teeth,etc.)"
20120413182805,Other Cutting Instrument                
20120413191902,"Personal Weapons (hands,feet,teeth,etc.)"
20120413192502,"Personal Weapons (hands,feet,teeth,etc.)"
20120413192701,"Personal Weapons (hands,feet,teeth,etc.)"
20120413192701,Other Weapon                            
20120413193500,"Personal Weapons (hands,feet,teeth,etc.)"
20120413200500,"Personal Weapons (hands,feet,teeth,etc.)"
20120413202503,Other Weapon                            
20120413202800,Handgun                                 
20120413204601,Handgun                                 
20120413204801,Other Chemical/Drugs                    
20120413204801,"Personal Weapons (hands,feet,teeth,etc.)"
20120413215202,"Personal Weapons (hands,feet,teeth,etc.)"
20120413230800,Undetermined Firearm                    
20120413234101,"Personal Weapons (hands,feet,teeth,etc.)"
20120414000101,"Personal Weapons (hands,feet,teeth,etc.)"
20120414003705,"Personal Weapons (hands,feet,teeth,etc.)"
20120414013301,"Personal Weapons (hands,feet,teeth,etc.)"
20120414015700,"Personal Weapons (hands,feet,teeth,etc.)"
20120414031600,"Personal Weapons (hands,feet,teeth,etc.)"
20120414040202,Handgun                                 
20120414041701,Handgun                                 
20120414044903,Undetermined Firearm                    
20120414051300,Handgun                                 
20120414061400,"Personal Weapons (hands,feet,teeth,etc.)"
20120414061800,Handgun                                 
20120414062400,"Personal Weapons (hands,feet,teeth,etc.)"
20120414081702,"Personal Weapons (hands,feet,teeth,etc.)"
20120414095201,"Blunt Object(club,hammer,etc)           "
20120414104303,"Personal Weapons (hands,feet,teeth,etc.)"
20120414110201,"Personal Weapons (hands,feet,teeth,etc.)"
20120414111600,"Personal Weapons (hands,feet,teeth,etc.)"
20120414113500,"Personal Weapons (hands,feet,teeth,etc.)"
20120414122902,Handgun                                 
20120414123102,"Personal Weapons (hands,feet,teeth,etc.)"
20120414124100,Not Applicable/None                     
20120414130001,"Personal Weapons (hands,feet,teeth,etc.)"
20120414133102,"Personal Weapons (hands,feet,teeth,etc.)"
20120414134902,"Personal Weapons (hands,feet,teeth,etc.)"
20120414142701,"Blunt Object(club,hammer,etc)           "
20120414144700,"Personal Weapons (hands,feet,teeth,etc.)"
20120414145201,"Personal Weapons (hands,feet,teeth,etc.)"
20120414154700,Other Weapon                            
20120414154800,"Personal Weapons (hands,feet,teeth,etc.)"
20120414162101,"Personal Weapons (hands,feet,teeth,etc.)"
20120414165303,"Personal Weapons (hands,feet,teeth,etc.)"
20120414181602,"Personal Weapons (hands,feet,teeth,etc.)"
20120414184701,Vehicle                                 
20120414195101,"Blunt Object(club,hammer,etc)           "
20120414200702,"Personal Weapons (hands,feet,teeth,etc.)"
20120414201601,Handgun                                 
20120414202100,"Personal Weapons (hands,feet,teeth,etc.)"
20120414202801,"Personal Weapons (hands,feet,teeth,etc.)"
20120414223200,"Personal Weapons (hands,feet,teeth,etc.)"
20120414225501,"Personal Weapons (hands,feet,teeth,etc.)"
20120414232103,"Personal Weapons (hands,feet,teeth,etc.)"
20120414232700,"Personal Weapons (hands,feet,teeth,etc.)"
20120415004600,Handgun                                 
20120415014303,Rifle                                   
20120415014303,Handgun                                 
20120415021400,Handgun                                 
20120415023900,Other Cutting Instrument                
20120415025401,Knife                                   
20120415025501,Handgun                                 
20120415030601,"Personal Weapons (hands,feet,teeth,etc.)"
20120415030601,Handgun                                 
20120415030900,"Personal Weapons (hands,feet,teeth,etc.)"
20120415031700,Knife                                   
20120415035600,Unknown/Not Stated                      
20120415041700,"Personal Weapons (hands,feet,teeth,etc.)"
20120415050900,"Personal Weapons (hands,feet,teeth,etc.)"
20120415060900,"Personal Weapons (hands,feet,teeth,etc.)"
20120415080500,"Personal Weapons (hands,feet,teeth,etc.)"
20120415082301,"Personal Weapons (hands,feet,teeth,etc.)"
20120415084601,"Personal Weapons (hands,feet,teeth,etc.)"
20120415104900,Handgun                                 
20120415112501,"Personal Weapons (hands,feet,teeth,etc.)"
20120415133101,Not Applicable/None                     
20120415134600,"Personal Weapons (hands,feet,teeth,etc.)"
20120415155001,"Personal Weapons (hands,feet,teeth,etc.)"
20120415160800,"Personal Weapons (hands,feet,teeth,etc.)"
20120415163003,Unknown/Not Stated                      
20120415163302,"Personal Weapons (hands,feet,teeth,etc.)"
20120415165703,"Personal Weapons (hands,feet,teeth,etc.)"
20120415171601,"Personal Weapons (hands,feet,teeth,etc.)"
20120415175001,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20120415181401,"Personal Weapons (hands,feet,teeth,etc.)"
20120415184800,Other Weapon                            
20120415190400,"Personal Weapons (hands,feet,teeth,etc.)"
20120415192701,"Personal Weapons (hands,feet,teeth,etc.)"
20120415204300,Handgun                                 
20120415204400,"Personal Weapons (hands,feet,teeth,etc.)"
20120415224101,Vehicle                                 
20120415224500,Handgun                                 
20120415231602,"Personal Weapons (hands,feet,teeth,etc.)"
20120415232700,"Personal Weapons (hands,feet,teeth,etc.)"
20120415232701,"Personal Weapons (hands,feet,teeth,etc.)"
20120415234103,Knife                                   
20120416002200,"Personal Weapons (hands,feet,teeth,etc.)"
20120416005001,"Personal Weapons (hands,feet,teeth,etc.)"
20120416011101,"Personal Weapons (hands,feet,teeth,etc.)"
20120416015502,"Personal Weapons (hands,feet,teeth,etc.)"
20120416015502,Handgun                                 
20120416025800,"Personal Weapons (hands,feet,teeth,etc.)"
20120416082200,Not Applicable/None                     
20120416083001,Other Cutting Instrument                
20120416090001,"Personal Weapons (hands,feet,teeth,etc.)"
20120416095801,"Personal Weapons (hands,feet,teeth,etc.)"
20120416100701,Handgun                                 
20120416101701,"Personal Weapons (hands,feet,teeth,etc.)"
20120416102002,"Personal Weapons (hands,feet,teeth,etc.)"
20120416105403,Knife                                   
20120416111500,Handgun                                 
20120416121500,Knife                                   
20120416123803,Other Weapon                            
20120416123902,"Personal Weapons (hands,feet,teeth,etc.)"
20120416131200,"Personal Weapons (hands,feet,teeth,etc.)"
20120416131501,Knife                                   
20120416135101,Not Applicable/None                     
20120416141202,"Personal Weapons (hands,feet,teeth,etc.)"
20120416141903,"Personal Weapons (hands,feet,teeth,etc.)"
20120416143302,"Personal Weapons (hands,feet,teeth,etc.)"
20120416154702,"Personal Weapons (hands,feet,teeth,etc.)"
20120416160400,"Personal Weapons (hands,feet,teeth,etc.)"
20120416163501,"Personal Weapons (hands,feet,teeth,etc.)"
20120416164304,Unknown/Not Stated                      
20120416180900,Handgun                                 
20120416182002,"Personal Weapons (hands,feet,teeth,etc.)"
20120416185200,"Personal Weapons (hands,feet,teeth,etc.)"
20120416185906,"Personal Weapons (hands,feet,teeth,etc.)"
20120416191900,"Personal Weapons (hands,feet,teeth,etc.)"
20120416194301,"Personal Weapons (hands,feet,teeth,etc.)"
20120416194501,"Personal Weapons (hands,feet,teeth,etc.)"
20120416201904,Handgun                                 
20120416202400,"Personal Weapons (hands,feet,teeth,etc.)"
20120416204900,Not Applicable/None                     
20120416205001,"Personal Weapons (hands,feet,teeth,etc.)"
20120416210402,"Personal Weapons (hands,feet,teeth,etc.)"
20120416214301,"Personal Weapons (hands,feet,teeth,etc.)"
20120416214902,"Personal Weapons (hands,feet,teeth,etc.)"
20120416215000,"Personal Weapons (hands,feet,teeth,etc.)"
20120416215500,"Personal Weapons (hands,feet,teeth,etc.)"
20120416234903,"Personal Weapons (hands,feet,teeth,etc.)"
20120416235804,Handgun                                 
20120417011300,Shotgun                                 
20120417012701,"Personal Weapons (hands,feet,teeth,etc.)"
20120417013602,Other Weapon                            
20120417013602,Handgun                                 
20120417031500,"Personal Weapons (hands,feet,teeth,etc.)"
20120417032200,Handgun                                 
20120417041500,"Personal Weapons (hands,feet,teeth,etc.)"
20120417060201,Handgun                                 
20120417062900,Other Weapon                            
20120417070001,"Blunt Object(club,hammer,etc)           "
20120417075903,"Personal Weapons (hands,feet,teeth,etc.)"
20120417083400,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20120417094703,"Personal Weapons (hands,feet,teeth,etc.)"
20120417101702,Handgun                                 
20120417104102,"Personal Weapons (hands,feet,teeth,etc.)"
20120417113600,Handgun                                 
20120417123101,Knife                                   
20120417125801,Knife                                   
20120417140703,"Personal Weapons (hands,feet,teeth,etc.)"
20120417142900,"Personal Weapons (hands,feet,teeth,etc.)"
20120417145502,"Personal Weapons (hands,feet,teeth,etc.)"
20120417150100,"Personal Weapons (hands,feet,teeth,etc.)"
20120417150502,"Personal Weapons (hands,feet,teeth,etc.)"
20120417165004,"Personal Weapons (hands,feet,teeth,etc.)"
20120417165305,Other Weapon                            
20120417165401,"Personal Weapons (hands,feet,teeth,etc.)"
20120417170107,Handgun                                 
20120417170300,"Personal Weapons (hands,feet,teeth,etc.)"
20120417173201,"Personal Weapons (hands,feet,teeth,etc.)"
20120417182802,"Blunt Object(club,hammer,etc)           "
20120417183000,"Personal Weapons (hands,feet,teeth,etc.)"
20120417184104,"Personal Weapons (hands,feet,teeth,etc.)"
20120417184402,"Personal Weapons (hands,feet,teeth,etc.)"
20120417184402,Handgun                                 
20120417185903,"Personal Weapons (hands,feet,teeth,etc.)"
20120417190603,"Personal Weapons (hands,feet,teeth,etc.)"
20120417193901,Knife                                   
20120417194600,"Personal Weapons (hands,feet,teeth,etc.)"
20120417200007,Other Weapon                            
20120417200007,"Personal Weapons (hands,feet,teeth,etc.)"
20120417200402,"Blunt Object(club,hammer,etc)           "
20120417200405,Rifle                                   
20120417200702,Not Applicable/None                     
20120417200800,"Personal Weapons (hands,feet,teeth,etc.)"
20120417201700,"Personal Weapons (hands,feet,teeth,etc.)"
20120417204101,Undetermined Firearm                    
20120417214900,Other Firearm                           
20120417221201,"Personal Weapons (hands,feet,teeth,etc.)"
20120417221502,"Personal Weapons (hands,feet,teeth,etc.)"
20120417222902,"Personal Weapons (hands,feet,teeth,etc.)"
20120417225001,"Personal Weapons (hands,feet,teeth,etc.)"
20120417233601,"Personal Weapons (hands,feet,teeth,etc.)"
20120417235402,Razor                                   
20120417235500,"Personal Weapons (hands,feet,teeth,etc.)"
20120417235802,"Personal Weapons (hands,feet,teeth,etc.)"
20120418003300,"Personal Weapons (hands,feet,teeth,etc.)"
20120418004301,"Personal Weapons (hands,feet,teeth,etc.)"
20120418004602,Handgun                                 
20120418040301,Handgun                                 
20120418065500,Handgun                                 
20120418072900,"Personal Weapons (hands,feet,teeth,etc.)"
20120418083703,"Personal Weapons (hands,feet,teeth,etc.)"
20120418084602,Other Weapon                            
20120418084602,"Personal Weapons (hands,feet,teeth,etc.)"
20120418100105,"Personal Weapons (hands,feet,teeth,etc.)"
20120418100906,"Personal Weapons (hands,feet,teeth,etc.)"
20120418101600,Handgun                                 
20120418102602,"Personal Weapons (hands,feet,teeth,etc.)"
20120418103300,Other Cutting Instrument                
20120418120701,"Personal Weapons (hands,feet,teeth,etc.)"
20120418122802,Not Applicable/None                     
20120418130400,Handgun                                 
20120418131200,Handgun                                 
20120418134701,"Personal Weapons (hands,feet,teeth,etc.)"
20120418134902,"Personal Weapons (hands,feet,teeth,etc.)"
20120418135601,Other Weapon                            
20120418141402,Knife                                   
20120418144001,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20120418144301,Handgun                                 
20120418150501,Not Applicable/None                     
20120418151602,"Personal Weapons (hands,feet,teeth,etc.)"
20120418151700,Not Applicable/None                     
20120418151700,Other Cutting Instrument                
20120418153301,"Personal Weapons (hands,feet,teeth,etc.)"
20120418154803,"Personal Weapons (hands,feet,teeth,etc.)"
20120418155601,"Personal Weapons (hands,feet,teeth,etc.)"
20120418160103,"Personal Weapons (hands,feet,teeth,etc.)"
20120418160401,Other Weapon                            
20120418163002,"Personal Weapons (hands,feet,teeth,etc.)"
20120418165300,Vehicle                                 
20120418173203,"Blunt Object(club,hammer,etc)           "
20120418175002,"Personal Weapons (hands,feet,teeth,etc.)"
20120418182901,Handgun                                 
20120418184100,"Personal Weapons (hands,feet,teeth,etc.)"
20120418185200,"Personal Weapons (hands,feet,teeth,etc.)"
20120418185601,"Personal Weapons (hands,feet,teeth,etc.)"
20120418202702,"Personal Weapons (hands,feet,teeth,etc.)"
20120418205901,"Personal Weapons (hands,feet,teeth,etc.)"
20120418213100,"Personal Weapons (hands,feet,teeth,etc.)"
20120418220403,"Personal Weapons (hands,feet,teeth,etc.)"
20120418223000,"Personal Weapons (hands,feet,teeth,etc.)"
20120418224701,"Personal Weapons (hands,feet,teeth,etc.)"
20120418234901,"Personal Weapons (hands,feet,teeth,etc.)"
20120419010104,"Personal Weapons (hands,feet,teeth,etc.)"
20120419065701,"Personal Weapons (hands,feet,teeth,etc.)"
20120419082400,"Personal Weapons (hands,feet,teeth,etc.)"
20120419113615,"Personal Weapons (hands,feet,teeth,etc.)"
20120419121803,Razor                                   
20120419121803,"Personal Weapons (hands,feet,teeth,etc.)"
20120419125802,"Personal Weapons (hands,feet,teeth,etc.)"
20120419130500,Knife                                   
20120419133101,Other Weapon                            
20120419133102,Other Weapon                            
20120419133102,"Personal Weapons (hands,feet,teeth,etc.)"
20120419134501,Other Weapon                            
20120419134503,Other Cutting Instrument                
20120419135200,"Personal Weapons (hands,feet,teeth,etc.)"
20120419135200,Knife                                   
20120419135701,"Personal Weapons (hands,feet,teeth,etc.)"
20120419135804,"Personal Weapons (hands,feet,teeth,etc.)"
20120419140700,"Personal Weapons (hands,feet,teeth,etc.)"
20120419141900,Not Applicable/None                     
20120419144103,"Personal Weapons (hands,feet,teeth,etc.)"
20120419145802,"Personal Weapons (hands,feet,teeth,etc.)"
20120419151403,"Personal Weapons (hands,feet,teeth,etc.)"
20120419151601,Knife                                   
20120419152702,"Personal Weapons (hands,feet,teeth,etc.)"
20120419155000,"Personal Weapons (hands,feet,teeth,etc.)"
20120419162103,"Personal Weapons (hands,feet,teeth,etc.)"
20120419164503,"Personal Weapons (hands,feet,teeth,etc.)"
20120419165701,"Personal Weapons (hands,feet,teeth,etc.)"
20120419173604,Other Weapon                            
20120419185807,"Personal Weapons (hands,feet,teeth,etc.)"
20120419192005,Handgun                                 
20120419192005,Shotgun                                 
20120419192101,"Personal Weapons (hands,feet,teeth,etc.)"
20120419192101,Handgun                                 
20120419194401,"Personal Weapons (hands,feet,teeth,etc.)"
20120419200303,"Personal Weapons (hands,feet,teeth,etc.)"
20120419203801,Other Firearm                           
20120419211001,"Personal Weapons (hands,feet,teeth,etc.)"
20120419214102,"Personal Weapons (hands,feet,teeth,etc.)"
20120419214102,Other Chemical/Drugs                    
20120419223502,Not Applicable/None                     
20120419225303,"Personal Weapons (hands,feet,teeth,etc.)"
20120420001701,"Personal Weapons (hands,feet,teeth,etc.)"
20120420001702,Other Weapon                            
20120420002300,"Personal Weapons (hands,feet,teeth,etc.)"
20120420010703,"Personal Weapons (hands,feet,teeth,etc.)"
20120420015301,"Personal Weapons (hands,feet,teeth,etc.)"
20120420024801,"Personal Weapons (hands,feet,teeth,etc.)"
20120420024801,Handgun                                 
20120420025800,Unknown/Not Stated                      
20120420032400,"Personal Weapons (hands,feet,teeth,etc.)"
20120420051100,Not Applicable/None                     
20120420053001,"Personal Weapons (hands,feet,teeth,etc.)"
20120420085001,"Personal Weapons (hands,feet,teeth,etc.)"
20120420090001,"Personal Weapons (hands,feet,teeth,etc.)"
20120420091901,"Personal Weapons (hands,feet,teeth,etc.)"
20120420092101,Knife                                   
20120420101203,"Personal Weapons (hands,feet,teeth,etc.)"
20120420101602,"Personal Weapons (hands,feet,teeth,etc.)"
20120420103704,Not Applicable/None                     
20120420105501,Other Weapon                            
20120420114001,Handgun                                 
20120420114102,"Personal Weapons (hands,feet,teeth,etc.)"
20120420114103,"Personal Weapons (hands,feet,teeth,etc.)"
20120420114202,Handgun                                 
20120420114301,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20120420115102,"Personal Weapons (hands,feet,teeth,etc.)"
20120420121004,"Blunt Object(club,hammer,etc)           "
20120420130401,"Personal Weapons (hands,feet,teeth,etc.)"
20120420131307,Knife                                   
20120420141901,Knife                                   
20120420143502,"Personal Weapons (hands,feet,teeth,etc.)"
