Street_Address,Zipcode,X_Coordinate,Y_Coordinate,NIBRS_Hi_Class,HighRisk
   HART                                     RD,28216,1413300,581210,Motor Vehicle Theft,0
   DRIFTWOOD                                DR,28205,1473366,535751,Motor Vehicle Theft,0
   CAPPS HILL                               DR,28214,1443225,565009,Motor Vehicle Theft,0
   STROUD PARK                              CT,28206,1450283,550130,Motor Vehicle Theft,0
   EDSEL                                    PL,28205,1471403,543209,Motor Vehicle Theft,0
   CEDARHURST                               DR,28269,1457797,562952,Motor Vehicle Theft,0
E  INDEPENDENCE                             BV,28205,1464820,533960,Motor Vehicle Theft,0
N  TRYON                                    ST,28213,1468049,553942,Motor Vehicle Theft,0
   SHIP                                     ST,28269,1467951,576859,Motor Vehicle Theft,0
   ROLLINGRIDGE                             DR,28211,1470911,515725,Motor Vehicle Theft,0
   J JULIAN                                 LN,28208,1430750,550332,Motor Vehicle Theft,0
   CALVERT                                  ST,28208,1443964,543832,Motor Vehicle Theft,0
   QUEEN CITY                               DR,28208,1426284,548223,Motor Vehicle Theft,0
   TUCKASEEGEE                              RD,28208,1439551,548313,Motor Vehicle Theft,0
E  PARK                                     AV,28203,1445557,538175,Motor Vehicle Theft,0
   STROUD PARK                              CT,28206,1450222,550425,Motor Vehicle Theft,0
   PACES OAKS                               BV,28213,1480572,564936,Motor Vehicle Theft,0
   LUCENA                                   ST,28206,1454294,551947,Motor Vehicle Theft,0
   CHARLOTTE                                DR,28203,1447175,532465,Motor Vehicle Theft,0
   TRADITION VIEW                           DR,28269,1474632,586578,Motor Vehicle Theft,0
   ELDER                                    AV,28205,1467173,529360,Motor Vehicle Theft,0
   EDSEL                                    PL,28205,1473119,541263,Motor Vehicle Theft,0
   ARCHDALE                                 DR,28217,1434669,516070,Motor Vehicle Theft,0
   GLENWATER                                DR,28262,1477734,575675,Motor Vehicle Theft,0
N  CEDAR                                    ST,28202,1447914,545046,Motor Vehicle Theft,0
W  ARROWOOD                                 RD,28273,1423223,514398,Motor Vehicle Theft,0
   GROVE CREST                              LN,28262,1479010,574587,Motor Vehicle Theft,0
   HIGHLAND MIST                            LN,28215,1471716,551709,Motor Vehicle Theft,0
   ALLEGHANY                                ST,28208,1436761,547258,Motor Vehicle Theft,0
W  SUGAR CREEK                              RD,28213,1464376,560114,Motor Vehicle Theft,0
   MANCHESTER                               DR,28208,1437385,535127,Motor Vehicle Theft,0
E  4TH                                      ST,28202,1449596,542081,Motor Vehicle Theft,0
E  18TH                                     ST,28205,1455762,545349,Motor Vehicle Theft,0
   EDSEL                                    PL,28205,1473189,540779,Motor Vehicle Theft,0
   MAINLINE                                 BV,28203,1443117,535068,Motor Vehicle Theft,0
   SUDBURY                                  RD,28205,1474051,541572,Motor Vehicle Theft,0
   AUBURNDALE                               RD,28205,1475376,538615,Motor Vehicle Theft,0
   BARODA                                   LN,28269,1460409,569368,Motor Vehicle Theft,0
E  TRADE                                    ST,28202,1449949,542056,Motor Vehicle Theft,0
   COURTNEY COMMONS                         LN,28217,1431717,526697,Motor Vehicle Theft,0
W  SUGAR CREEK                              RD,28213,1464862,560265,Motor Vehicle Theft,0
   MURRAYHILL                               RD,28210,1444512,520827,Motor Vehicle Theft,0
   ARROW                                    LN,28227,1485967,524952,Motor Vehicle Theft,0
   KELLEN                                   WY,28210,1438665,503968,Motor Vehicle Theft,0
   COMMUNITY                                CR,28215,1469308,549440,Motor Vehicle Theft,0
   ORWIN MANOR                              LN,28216,1445674,583593,Motor Vehicle Theft,0
   KILBORNE                                 DR,28205,1470008,542469,Motor Vehicle Theft,0
   LOMBARDY                                 CR,28203,1450717,532022,Motor Vehicle Theft,0
E  TRADE                                    ST,28202,1451329,541075,Motor Vehicle Theft,0
E  8TH                                      ST,28202,1457594,537370,Motor Vehicle Theft,0
   SPRINGBEAUTY                             DR,28227,1494135,533644,Motor Vehicle Theft,0
   AUDREY                                   ST,28215,1469985,546996,Motor Vehicle Theft,0
   PERUGIA                                  WY,28273,1407091,499811,Motor Vehicle Theft,0
   NORTH WIND                               PL,28210,1439359,503198,Motor Vehicle Theft,0
   HARTSELL                                 PL,28215,1478729,552274,Motor Vehicle Theft,0
   BENTGRASS RUN                            DR,28269,1473000,600271,Motor Vehicle Theft,0
E  7TH                                      ST,28202,1452306,541863,Motor Vehicle Theft,0
   LONG VALLEY                              DR,28273,1432402,507207,Motor Vehicle Theft,0
E  INDEPENDENCE                             BV,28227,1482982,514802,Motor Vehicle Theft,0
   HARRISBURG                               RD,28227,1496236,537276,Motor Vehicle Theft,0
   HERRIN                                   AV,28205,1462880,549649,Motor Vehicle Theft,0
   BROWNE'S FERRY                           RD,28269,1464248,584946,Motor Vehicle Theft,0
   RIDGEWOOD                                AV,28207,1449140,525537,Motor Vehicle Theft,0
   ORCHARD TRACE                            LN,28210,1472417,562001,Motor Vehicle Theft,0
   QUEEN CITY                               BV,28208,1427068,547782,Motor Vehicle Theft,0
   ONYX                                     ST,28216,1444589,553202,Motor Vehicle Theft,0
   BEATTIES FORD                            RD,28216,1446562,556119,Motor Vehicle Theft,0
   SOUTHWEST                                BV,28208,1441845,556073,Motor Vehicle Theft,0
   CEDAR POINT                              LN,28210,1444612,494551,Motor Vehicle Theft,0
   WINDY WOOD                               CT,28273,1416691,511858,Motor Vehicle Theft,0
   WILKINSON                                BV,28208,1431396,542345,Motor Vehicle Theft,0
   TIMBER COMMONS                           LN,28227,1478718,515750,Motor Vehicle Theft,0
W  W T HARRIS                               BV,28269,1468757,575808,Motor Vehicle Theft,0
   HOLLOW MAPLE                             DR,28216,1431655,569414,Motor Vehicle Theft,0
   DUCKWORTH                                AV,28216,1444656,547186,Motor Vehicle Theft,0
   FARMCREST                                DR,28206,1463894,558347,Motor Vehicle Theft,0
   MILTON                                   RD,28215,1478729,546017,Motor Vehicle Theft,0
   PEACEFUL GLEN                            RD,28273,1430315,507285,Motor Vehicle Theft,0
   MARYLAND                                 AV,28209,1450272,526071,Motor Vehicle Theft,0
   VANDERBROOK                              RD,28215,1470226,550214,Motor Vehicle Theft,0
   OSPREY                                   DR,28277,1441905,491755,Motor Vehicle Theft,0
   SHARON OAKS                              LN,28210,1440611,502973,Motor Vehicle Theft,0
W  WOODLAWN                                 RD,28209,1436619,526423,Motor Vehicle Theft,0
N  CLARKSON                                 ST,28202,1447433,545607,Motor Vehicle Theft,0
   BELLE VERNON                             AV,28210,1442049,513465,Motor Vehicle Theft,0
   VILLAGE LAKE                             DR,28212,1479259,518400,Motor Vehicle Theft,0
   SPRING RIDGE                             LN,28215,1500299,535994,Motor Vehicle Theft,0
   GENERAL                                  DR,28273,1418120,500341,Motor Vehicle Theft,0
   WATERFORD LAKES                          DR,28210,1439066,506184,Motor Vehicle Theft,0
   ELDER                                    AV,28205,1469269,528222,Motor Vehicle Theft,0
   IDEAL                                    WY,28203,1447699,533413,Motor Vehicle Theft,0
   JOHN PENN                                CR,28215,1481169,552498,Motor Vehicle Theft,0
   WILKINSON                                BV,28208,1434145,542603,Motor Vehicle Theft,0
E  5TH                                      ST,28202,1451175,541738,Motor Vehicle Theft,0
   RENNER                                   ST,28215,1446585,552326,Motor Vehicle Theft,0
   WEST                                     BV,28203,1442373,538757,Motor Vehicle Theft,0
E  INDEPENDENCE                             BV,28212,1476736,524742,Motor Vehicle Theft,0
S  TRYON                                    ST,28273,1422069,513030,Motor Vehicle Theft,0
   TAURUS                                   DR,28205,1474617,535319,Motor Vehicle Theft,0
   WESTBURY LAKE                            DR,28269,1466744,582228,Motor Vehicle Theft,0
   CONNERY                                  CT,28269,1464949,582531,Motor Vehicle Theft,0
   TAVERNAY                                 PY,28262-4449  ,1476927,585467,Motor Vehicle Theft,0
   TIFTON                                   RD,28226,1444340,489538,Motor Vehicle Theft,0
   TEANECK                                  PL,28215,1486445,543776,Motor Vehicle Theft,0
   PINECREST                                AV,28205,1466143,536195,Motor Vehicle Theft,0
   PENCE POND                               LN,28227,1489502,539336,Motor Vehicle Theft,0
   DUNLAVIN                                 WY,28205,1467888,542006,Motor Vehicle Theft,0
   COLONY                                   RD,28226,1457132,513084,Motor Vehicle Theft,0
   RED HILL                                 RD,28216,1438289,569391,Motor Vehicle Theft,0
   ANDERSON                                 ST,28208,1464869,548003,Motor Vehicle Theft,0
W  ARROWOOD                                 RD,28273,1433953,509040,Motor Vehicle Theft,0
   LUDWIG                                   DR,28215,1480441,553515,Motor Vehicle Theft,0
   FOREST WAY                               DR,28212,1474976,525387,Motor Vehicle Theft,0
S  WENDOVER                                 RD,28211,1459412,526333,Motor Vehicle Theft,0
   THE PLAZA                                RD,28205,1459201,539306,Motor Vehicle Theft,0
   EAVES                                    LN,28215,1469944,548961,Motor Vehicle Theft,0
   CRANDON                                  DR,28216,1439014,566683,Motor Vehicle Theft,0
   ARLINGTON                                AV,28203,1446642,538966,Motor Vehicle Theft,0
   SIENNA                                   DR,28215,1487901,550288,Motor Vehicle Theft,0
   STROUD PARK                              CT,28206,1450370,550803,Motor Vehicle Theft,0
   SOUTH                                    BV,28210,1439207,511470,Motor Vehicle Theft,0
   AMITY POINTE                             RD,28215,1481309,544672,Motor Vehicle Theft,0
   BARRINGTON                               DR,28215,1478773,548772,Motor Vehicle Theft,0
   EQUIPMENT                                DR,28213,1465639,561893,Motor Vehicle Theft,0
   MCALWAY                                  RD,28211,1464514,529033,Motor Vehicle Theft,0
   PICASSO                                  CT,28205,1463777,550103,Motor Vehicle Theft,0
   CRISFIELD                                RD,28269,1463465,575547,Motor Vehicle Theft,0
   CENTER LAKE                              DR,28216,1446921,587227,Motor Vehicle Theft,0
   AVEBURY                                  DR,28213,1484902,564683,Motor Vehicle Theft,0
