Street_Address,Zipcode,X_Coordinate,Y_Coordinate,NIBRS_Hi_Class,HighRisk
   HOOVER                                   DR,28269,1459077,568373,Motor Vehicle Theft,0
   FIRELIGHT                                LN,28212,1475162,532590,Motor Vehicle Theft,0
   DILLARD RIDGE                            DR,28216,1435613,577837,Motor Vehicle Theft,0
W  30TH                                     ST,28206,1457237,551104,Motor Vehicle Theft,0
   INDUSTRIAL COURT                         CR,28739,1483247,505127,Motor Vehicle Theft,0
   PARK                                     RD,28210,1447433,519715,Motor Vehicle Theft,0
   STRANGFORD                               AV,28215,1476805,544301,Motor Vehicle Theft,0
   MEADOWLARK                               LN,28210,1440735,504975,Motor Vehicle Theft,0
   EASTCREST                                DR,28205,1463968,538686,Motor Vehicle Theft,0
   PRUITT                                   ST,28034,1432986,543147,Motor Vehicle Theft,0
   MORNING MIST                             LN,28273,1417965,513571,Motor Vehicle Theft,0
   CROSS ROADS                              PL,28208,1430679,535663,Motor Vehicle Theft,0
   PRESSLEY                                 RD,28217,1433778,528349,Motor Vehicle Theft,0
S  SUMMIT                                   AV,28208,1445188,545910,Motor Vehicle Theft,0
   BONLYN                                   DR,28227,1484474,531755,Motor Vehicle Theft,0
   FINCHLEY                                 DR,28215,1470439,545713,Motor Vehicle Theft,0
   COMMONS EAST                             DR,28277-0446  ,1449689,479515,Motor Vehicle Theft,0
   ASHLEY                                   RD,28208,1435591,542520,Motor Vehicle Theft,0
   TACOMA                                   ST,28208,1427986,548499,Motor Vehicle Theft,0
   WILKINSON                                BV,28208,1436353,541717,Motor Vehicle Theft,0
   MILTON                                   RD,28215,1476886,549160,Motor Vehicle Theft,0
   AIRLIE                                   ST,28205,1466777,545752,Motor Vehicle Theft,0
   KEYWAY                                   BV,28215,1484042,541599,Motor Vehicle Theft,0
   LAKE FOREST                              RD,28215,1486256,537485,Motor Vehicle Theft,0
   MURDOCK                                  RD,28205,1464633,546511,Motor Vehicle Theft,0
   RINGED TEAL                              RD,28262,1481708,581010,Motor Vehicle Theft,0
   PEACHCREST                               RD,28216,1438058,569591,Motor Vehicle Theft,0
   AVEBURY                                  DR,28213,1484623,564687,Motor Vehicle Theft,0
   STEELE CREEK                             RD,28273,1412903,522118,Motor Vehicle Theft,0
   CREIGHTON                                DR,28205,1464962,536621,Motor Vehicle Theft,0
   LABURN                                   AV,28214,1420958,567062,Motor Vehicle Theft,0
   CEDARS EAST                              CT,28212,1476316,527419,Motor Vehicle Theft,0
N  TRYON                                    ST,28202,1454255,547037,Motor Vehicle Theft,0
   AUDREY                                   ST,28215,1469901,547317,Motor Vehicle Theft,0
   MINGLEWOOD                               DR,28262,1482867,578391,Motor Vehicle Theft,0
   NORWOOD                                  DR,28208,1440606,550641,Motor Vehicle Theft,0
E  PETERSON                                 DR,28208,1439007,528834,Motor Vehicle Theft,0
   POOLSIDE                                 LN,28208,1441659,545264,Motor Vehicle Theft,0
   MORRIS FIELD                             DR,28208,1426583,539586,Motor Vehicle Theft,0
   LAINE                                    RD,28214,1409107,550580,Motor Vehicle Theft,0
   PARKWAY                                  AV,28208,1439423,549240,Motor Vehicle Theft,0
   EUCLID                                   AV,28203,1447305,537949,Motor Vehicle Theft,0
   HYDE GLEN                                CT,28262,1482883,579186,Motor Vehicle Theft,0
   REMOUNT                                  RD,28208,1437906,539984,Motor Vehicle Theft,0
N  TRYON                                    ST,28206,1461812,552298,Motor Vehicle Theft,0
   COUNTRYSIDE                              DR,28213,1471855,558682,Motor Vehicle Theft,0
   ROLLINGWOOD                              DR,28217,1433395,533443,Motor Vehicle Theft,0
   MALIBU                                   DR,28215,1470195,551379,Motor Vehicle Theft,0
   SUNSET                                   RD,28216,1444948,571372,Motor Vehicle Theft,0
N  TRYON                                    ST,28213,1475579,564471,Motor Vehicle Theft,0
   WATERS TRAIL                             DR,28216,1436568,578184,Motor Vehicle Theft,0
   ARDREY STEAD                             CT,28277,1449642,477441,Motor Vehicle Theft,0
   LUMSDEN                                  RD,28262,1488914,581740,Motor Vehicle Theft,0
N  TRYON                                    ST,28213,1473399,561341,Motor Vehicle Theft,0
   PONDELLA                                 DR,28213,1468705,559781,Motor Vehicle Theft,0
   EASTCREST                                DR,28205,1463942,537737,Motor Vehicle Theft,0
   VENTURA WAY                              DR,28213,1467551,561010,Motor Vehicle Theft,0
   SYLVAN                                   DR,28269,1458279,572781,Motor Vehicle Theft,0
N  TRYON                                    ST,28262,1474872,564567,Motor Vehicle Theft,0
   KILRUSH                                  DR,28214,1409953,575372,Motor Vehicle Theft,0
E  7TH                                      ST,28202,1452306,541863,Motor Vehicle Theft,0
   J JULIAN                                 LN,28208,1430575,550388,Motor Vehicle Theft,0
   BURBANK                                  DR,28216,1442558,556464,Motor Vehicle Theft,0
   COUNTRYSIDE                              DR,28213,1471992,559452,Motor Vehicle Theft,0
   MURDOCK                                  RD,28205,1464407,546694,Motor Vehicle Theft,0
   NORTHAVEN                                DR,28206,1463273,556979,Motor Vehicle Theft,0
   TOM HUNTER                               RD,28213,1465588,561183,Motor Vehicle Theft,0
   QUIET WATER                              PL,28214,1415879,557703,Motor Vehicle Theft,0
   CEDARBARK                                DR,28105,1487021,520420,Motor Vehicle Theft,0
   DERITA                                   AV,28269,1461525,569211,Motor Vehicle Theft,0
   PINEVILLE-MATTHEWS                       RD,28277,1466900,494901,Motor Vehicle Theft,0
   NORWOOD                                  DR,28208,1440081,552435,Motor Vehicle Theft,0
   HOSTA                                    DR,28164,1461346,568855,Motor Vehicle Theft,0
   CEDARS EAST                              CT,28212,1476431,526534,Motor Vehicle Theft,0
   THE PLAZA                                  ,28213,1470488,550771,Motor Vehicle Theft,0
   SPRINGHEAD                               LN,28215,1503797,552288,Motor Vehicle Theft,0
   INTERFACE                                LN,28269,1468366,574007,Motor Vehicle Theft,0
   BARRINGTON                               DR,28215,1479120,548361,Motor Vehicle Theft,0
   HARRIS HOUSTON                           RD,28213,1492869,574038,Motor Vehicle Theft,0
   BILLINGSLEY                              RD,28211,1460799,529472,Motor Vehicle Theft,0
   HUNTER OAKS                              LN,28213,1467840,561262,Motor Vehicle Theft,0
   HALTON PARK                              DR,28262,1490797,574327,Motor Vehicle Theft,0
   WOODSCAPE                                DR,28212,1477456,518631,Motor Vehicle Theft,0
N  DAVIDSON                                 ST,28205,1460883,549817,Motor Vehicle Theft,0
   TUCKASEEGEE                              RD,28208,1439789,547103,Motor Vehicle Theft,0
   HALTON PARK                              DR,28262,1490582,574213,Motor Vehicle Theft,0
E  INDEPENDENCE                             BV,28212,1476736,524742,Motor Vehicle Theft,0
   RENTAL CAR                               RD,28214,1418347,542918,Motor Vehicle Theft,0
   RENTAL CAR                               RD,28214,1418347,542918,Motor Vehicle Theft,0
   GROVEWOOD                                DR,28208,1429863,555443,Motor Vehicle Theft,0
   COKER                                    AV,28216,1438384,547778,Motor Vehicle Theft,0
   CENTER LAKE                              DR,28269,1446801,587330,Motor Vehicle Theft,0
   JOHN PRICE                               RD,28273,1415690,506236,Motor Vehicle Theft,0
   SKIPWITH                                 PL,28209,1433122,523558,Motor Vehicle Theft,0
   LYNN                                     ST,28208,1434550,553190,Motor Vehicle Theft,0
   ARROWRIDGE                               BV,28273,1429814,509977,Motor Vehicle Theft,0
   CRESTMERE                                ST,28208,1435070,550998,Motor Vehicle Theft,0
   ROZZELLES  FERRY                         RD,28208,1441633,551627,Motor Vehicle Theft,0
   BREWTON                                  DR,28208,1450162,550625,Motor Vehicle Theft,0
   BROOKTREE                                DR,28208,1427308,557725,Motor Vehicle Theft,0
   CORMWELL                                 LN,28217,1425691,515102,Motor Vehicle Theft,0
   WINDSHIRE                                LN,28273,1421979,508811,Motor Vehicle Theft,0
   DELANE                                   AV,28211,1468374,526226,Motor Vehicle Theft,0
   REA                                      RD,28226,1461371,499656,Motor Vehicle Theft,0
   CRISMAN                                  ST,28208,1436829,547040,Motor Vehicle Theft,0
   ROZZELLES FERRY                          RD,28208,1443547,548966,Motor Vehicle Theft,0
   PACES GLEN                               AV,28212,1476402,531972,Motor Vehicle Theft,0
   OAKDALE                                  RD,28214,1432632,577795,Motor Vehicle Theft,0
E  8TH                                      ST,28204,1458294,536753,Motor Vehicle Theft,0
   MIDDLEBURG                               DR,28212,1478960,525749,Motor Vehicle Theft,0
   WINTER OAKS                              LN,28210,1439152,503781,Motor Vehicle Theft,0
   ANDOVER CREEK                            DR,28210,1441274,505828,Motor Vehicle Theft,0
   CEDARS EAST                              CT,28212,1476171,526659,Motor Vehicle Theft,0
   ASHLEY                                   RD,28208,1433345,548141,Motor Vehicle Theft,0
   MOORES CHAPEL                            RD,28214,1403977,556633,Motor Vehicle Theft,0
   MARGIE ANN                               DR,28213,1485356,569585,Motor Vehicle Theft,0
   DAVID COX                                RD,28269,1463550,582682,Motor Vehicle Theft,0
   MONROE                                   RD,28212,1472541,526850,Motor Vehicle Theft,0
   TUCKASEEGEE                              RD,28214,1412728,548694,Motor Vehicle Theft,0
   SOUTHEND                                 DR,28203,1444503,535342,Motor Vehicle Theft,0
   ANDREW THOMAS                            DR,28269,1462913,580571,Motor Vehicle Theft,0
N  TRYON                                    ST,28202,1451175,544357,Motor Vehicle Theft,0
   MELROSE CLUB                             DR,28105,1488047,521275,Motor Vehicle Theft,0
E  INDEPENDENCE                             BV,28205,1464685,533631,Motor Vehicle Theft,0
   CROSS POINT                              CR,28105,1483562,514953,Motor Vehicle Theft,0
   BROOKSHIRE                               BV,28208,1434603,561540,Motor Vehicle Theft,0
   INDEPENDENCE                             BV,28212,1474265,528423,Motor Vehicle Theft,0
N  SHARON AMITY                             RD,28205,1475705,536351,Motor Vehicle Theft,0
   WOODBERRY TRAIL                          LN,28262,1481051,577352,Motor Vehicle Theft,0
   JOSH BIRMINGHAM                          PY,28208,1419128,540460,Motor Vehicle Theft,0
   THORNTON                                 RD,28208,1431223,545527,Motor Vehicle Theft,0
   SEIGLE                                   AV,28205,1455102,542206,Motor Vehicle Theft,0
E  8TH                                      ST,28202,1452612,542150,Motor Vehicle Theft,0
   VANDERBILT                               RD,28206,1453033,551338,Motor Vehicle Theft,0
   SOUTH                                    BV,28273,1437479,500322,Motor Vehicle Theft,0
   FIRST WARD                               CT,28202,1453000,542935,Motor Vehicle Theft,0
   FREEDOM                                  DR,28208,1442511,543574,Motor Vehicle Theft,0
N  TRYON                                    ST,28206,1453759,546023,Motor Vehicle Theft,0
S  COLLEGE                                  ST,28202,1449152,541511,Motor Vehicle Theft,0
   HAWICK VALLEY                            LN,28277,1443492,475392,Motor Vehicle Theft,0
   ELLENWOOD                                PL,28203,1439272,530508,Motor Vehicle Theft,0
   SHARON VIEW                              RD,28226,1465240,505989,Motor Vehicle Theft,0
   STATESVILLE                              AV,28206,1451405,558436,Motor Vehicle Theft,0
   KESWICK                                  AV,28206,1454545,548253,Motor Vehicle Theft,0
E  INDEPENDENCE                             BV,28212,1474023,528850,Motor Vehicle Theft,0
   WEST                                     BV,28208,1437700,538923,Motor Vehicle Theft,0
   ALBEMARLE                                RD,28212,1483543,533201,Motor Vehicle Theft,0
E  35TH                                     ST,28215,1461927,548702,Motor Vehicle Theft,0
   NORTH COMMUNITY HOUSE                    RD,28277,1449130,485187,Motor Vehicle Theft,0
   RAINBARREL                               RD,28278,1393333,503194,Motor Vehicle Theft,0
   PATRICIA RYAN                            DR,28216,1433522,565059,Motor Vehicle Theft,0
   WOODSCAPE                                DR,28212,1477715,518510,Motor Vehicle Theft,0
   VILLA                                    CT,28205,1462399,530369,Motor Vehicle Theft,0
   JOHN PENN                                CR,28215,1481467,552815,Motor Vehicle Theft,0
   LARCHMONT                                AV,28215,1474362,550359,Motor Vehicle Theft,0
   CAROLINA ROSE                            TR,28215,1468783,549347,Motor Vehicle Theft,0
   FLAGSTAFF                                DR,28210,1440358,519572,Motor Vehicle Theft,0
   WISTERIA                                 DR,28210,1439828,512986,Motor Vehicle Theft,0
N  TRYON                                    ST,28206,1455876,548182,Motor Vehicle Theft,0
   WINDING CEDAR                            TL,28212,1484046,534641,Motor Vehicle Theft,0
   TREETOP                                  CT,28212,1477321,532136,Motor Vehicle Theft,0
   LITTLE ROCK                              RD,28208,1419439,544938,Motor Vehicle Theft,0
   FALLOW                                   LN,28273,1423655,515606,Motor Vehicle Theft,0
   DARBYWINE                                DR,28216,1443655,572176,Motor Vehicle Theft,0
   MEADOWLARK LANDING                       DR,28216,1432257,576912,Motor Vehicle Theft,0
   GLENLEA COMMONS                          DR,28216,1444048,571908,Motor Vehicle Theft,0
   SPYGLASS                                 PL,28214,1415019,556130,Motor Vehicle Theft,0
N  CHURCH                                   ST,28202,1449332,543063,Motor Vehicle Theft,0
   GALLERIA                                 BV,28270,1481242,509908,Motor Vehicle Theft,0
   MARIBEL                                  AV,28216,1445562,555307,Motor Vehicle Theft,0
N  PINE                                     ST,28206,1456329,550846,Motor Vehicle Theft,0
E  TRADE                                    ST,28202,1449949,542056,Motor Vehicle Theft,0
   AVALON                                   AV,28208,1437431,549825,Motor Vehicle Theft,0
   BRAWER FARM                              DR,28269,1456390,571085,Motor Vehicle Theft,0
   YAGER CREEK                              DR,28273,1424059,512300,Motor Vehicle Theft,0
   HOSTA                                    DR,28269,1461536,568688,Motor Vehicle Theft,0
   BRAMLETT                                 RD,28205,1460447,534512,Motor Vehicle Theft,0
   GRIFFITH                                 RD,28217,1436048,518147,Motor Vehicle Theft,0
   PARKLAND                                 CR,28212,1485239,534781,Motor Vehicle Theft,0
   SCALEYBARK                               RD,28209,1444054,523228,Motor Vehicle Theft,0
   FARMHURST                                DR,28217,1434450,513108,Motor Vehicle Theft,0
   OLD STEINE                               RD,28269,1467702,576838,Motor Vehicle Theft,0
   WASHINGTON                               AV,28216,1448010,550507,Motor Vehicle Theft,0
   YORKDALE                                 DR,28273,1424851,518306,Motor Vehicle Theft,0
   ARBOR TRACE                              DR,28273,1409004,499017,Motor Vehicle Theft,0
   CAROWAY                                  ST,28262,1489305,573246,Motor Vehicle Theft,0
   SHADE VALLEY                             RD,28205,1469234,530725,Motor Vehicle Theft,0
   JASON                                    AV,28208,1427345,540585,Motor Vehicle Theft,0
   AUBURNDALE                               RD,28205,1475277,539702,Motor Vehicle Theft,0
   OAK LAKE                                 BV,28208,1423744,530786,Motor Vehicle Theft,0
   MUSEUM                                   DR,28207,1457165,528562,Motor Vehicle Theft,0
   MILTON                                   RD,28215,1480396,545322,Motor Vehicle Theft,0
   PARK                                     DR,28204,1454404,538537,Motor Vehicle Theft,0
   KREFELD GLEN                             DR,28270,1481232,516865,Motor Vehicle Theft,0
   IRMA                                     ST,28206,1448194,554558,Motor Vehicle Theft,0
N  TRYON                                    ST,28262,1474872,564567,Motor Vehicle Theft,0
E  4TH                                      ST,28202,1451389,539890,Motor Vehicle Theft,0
   GONEAWAY                                 RD,28210,1443935,508861,Motor Vehicle Theft,0
   HIPP                                     RD,28216,1432205,569927,Motor Vehicle Theft,0
   MORRISON                                 BV,28211,1451999,516407,Motor Vehicle Theft,0
   SYLVANIA                                 AV,28206,1454726,547589,Motor Vehicle Theft,0
   ENDOLWOOD                                RD,28215,1480507,542595,Motor Vehicle Theft,0
   KENTUCKY                                 AV,28216,1440725,555447,Motor Vehicle Theft,0
   MONROE                                   RD,28215,1475061,521135,Motor Vehicle Theft,0
W  WOODLAWN                                 RD,28210,1436619,526423,Motor Vehicle Theft,0
   GOODRICH                                 DR,28273,1412534,506682,Motor Vehicle Theft,0
   BONNER BRIDGE                            CT,28273,1421488,508840,Motor Vehicle Theft,0
   MARKLAND                                 DR,28208,1430149,537269,Motor Vehicle Theft,0
   TACOMA                                   ST,28208,1428133,548386,Motor Vehicle Theft,0
   WEST                                     BV,28208,1430246,536803,Motor Vehicle Theft,0
N  TRYON                                    ST,28213,1464262,553773,Motor Vehicle Theft,0
   DILLARD RIDGE                            DR,28216,1435696,577950,Motor Vehicle Theft,0
   HIGHLAND FOREST                          DR,28270,1475730,503895,Motor Vehicle Theft,0
   SPANDRIL                                 LN,28215,1510964,550075,Motor Vehicle Theft,0
   LELA                                     AV,28208,1442554,544933,Motor Vehicle Theft,0
   UNION                                    ST,28205,1459578,545031,Motor Vehicle Theft,0
   GARDEN DISTRICT                          DR,28202,1453442,542792,Motor Vehicle Theft,0
   WEDGEFIELD                               DR,28208,1429382,538397,Motor Vehicle Theft,0
   ALBEMARLE                                RD,28212,1476001,534406,Motor Vehicle Theft,0
   DEAN                                     ST,28216,1449658,553081,Motor Vehicle Theft,0
   YAGER CREEK                              DR,28273,1424286,512254,Motor Vehicle Theft,0
   VENTURA WAY                              DR,28213,1467603,561509,Motor Vehicle Theft,0
   IDLEWILD                                 RD,28212,1477470,525880,Motor Vehicle Theft,0
   STATESVILLE                              AV,28206,1451798,552589,Motor Vehicle Theft,0
   BRANCH BEND                              LN,28273,1411086,513597,Motor Vehicle Theft,0
   MISTY                                    LN,28269,1457956,565191,Motor Vehicle Theft,0
   BENNETTSVILLE                            LN,28262,1463517,570011,Motor Vehicle Theft,0
   HOLLAND                                  AV,28206,1452479,554468,Motor Vehicle Theft,0
   OSPREY WATCH                             CT,28227,1491373,530843,Motor Vehicle Theft,0
   PARKWOOD                                 AV,28205,1458891,544576,Motor Vehicle Theft,0
N  TRYON                                    ST,28206,1462602,552500,Motor Vehicle Theft,0
W  PALMER                                   ST,28203,1445611,540981,Motor Vehicle Theft,0
   BRITTNI DAYLE                            DR,28214,1416671,574680,Motor Vehicle Theft,0
S  TRYON                                    ST,28202,1449125,542167,Motor Vehicle Theft,0
   OLD MALLARD CREEK                        RD,28262,1469093,574852,Motor Vehicle Theft,0
   COMMONWEALTH                             AV,28205,1458264,539436,Motor Vehicle Theft,0
   NATIONS FORD                             RD,28217,1434589,509528,Motor Vehicle Theft,0
   OAKDALE                                  RD,28216,1432010,579095,Motor Vehicle Theft,0
   ALBEMARLE                                RD,28227,1499970,535542,Motor Vehicle Theft,0
   RAYON                                    ST,28216,1441542,555243,Motor Vehicle Theft,0
   ESTELLE                                  ST,28216,1445626,554041,Motor Vehicle Theft,0
   NEW RENAISSANCE                          WY,28208,1426402,536802,Motor Vehicle Theft,0
   HURSTON                                  CR,28208,1442237,545005,Motor Vehicle Theft,0
E  DRESDEN                                  DR,28205,1468734,533498,Motor Vehicle Theft,0
   MORNINGSIDE                              RD,28214,1424449,565376,Motor Vehicle Theft,0
   GRAHAM MEADOW                            DR,28213,1471209,562811,Motor Vehicle Theft,0
   HUNTER OAKS                              LN,28213,1467882,561570,Motor Vehicle Theft,0
   HAMPTON GLEN                             CT,28105,1485834,487950,Motor Vehicle Theft,0
   ALBEMARLE                                RD,28212,1478921,533655,Motor Vehicle Theft,0
N  TRYON                                    ST,28206,1455876,548182,Motor Vehicle Theft,0
   LELA                                     AV,28208,1442367,544932,Motor Vehicle Theft,0
   KESTREL                                  CT,28269,1448857,571138,Motor Vehicle Theft,0
   SOUTH                                    BV,28210,1439351,507564,Motor Vehicle Theft,0
   LAWRY RUN                                DR,28273,1425011,519575,Motor Vehicle Theft,0
N  TRYON                                    ST,28202,1450118,542970,Motor Vehicle Theft,0
   TURNING WHEEL                            DR,28214,1414113,567827,Motor Vehicle Theft,0
   ESPLANADE                                ST,28262,1485845,578344,Motor Vehicle Theft,0
   WILLOW PARK                              DR,28205,1472737,536307,Motor Vehicle Theft,0
   WOODSEDGE                                DR,28216,1444335,586766,Motor Vehicle Theft,0
   CENTRAL                                  AV,28205,1472684,536632,Motor Vehicle Theft,0
W  ARROWHEAD                                DR,28213,1471379,558434,Motor Vehicle Theft,0
   SHARVIEW                                 CR,28217,1432697,518938,Motor Vehicle Theft,0
E  5TH                                      ST,28204,1457185,536121,Motor Vehicle Theft,0
S  TRYON                                    ST,28210,1424451,514644,Motor Vehicle Theft,0
   CHARLESTON PLACE                         LN,28212,1478214,515782,Motor Vehicle Theft,0
   PACIFIC                                  ST,28208,1437009,547052,Motor Vehicle Theft,0
   WALNUT PARK                              DR,28269,1464475,571514,Motor Vehicle Theft,0
   FARM TREE                                LN,28209,1444347,528994,Motor Vehicle Theft,0
W  TYVOLA                                   RD,28210,1430405,536012,Motor Vehicle Theft,0
   ASCOT                                    DR,28215,1471386,549783,Motor Vehicle Theft,0
   SHARON POINTE                            RD,28215,1481116,544547,Motor Vehicle Theft,0
   WALLACE GLEN                             DR,28212,1483708,535339,Motor Vehicle Theft,0
   HAWTHORNE                                LN,28205,1456861,539843,Motor Vehicle Theft,0
   BOSWELL                                  RD,28215,1497793,537973,Motor Vehicle Theft,0
   WARREN BURGESS                           LN,28205,1463507,549531,Motor Vehicle Theft,0
   CAROWAY                                  ST,28262,1489305,573246,Motor Vehicle Theft,0
   ABBEY COURT                              DR,28278,1404171,498657,Motor Vehicle Theft,0
   WICKED OAK                               LN,28216,1430405,569238,Motor Vehicle Theft,0
   CHESTERFIELD                             AV,28205,1459579,537718,Motor Vehicle Theft,0
   AXAR                                     RD,28208,1427362,546089,Motor Vehicle Theft,0
   PEACH PARK                               LN,28216,1439218,567318,Motor Vehicle Theft,0
   ALBEMARLE                                RD,28212,1478549,533710,Motor Vehicle Theft,0
W  SUGAR CREEK                              RD,28213,1464347,556358,Motor Vehicle Theft,0
   CEDAR TRAIL                              LN,28210,1445339,493732,Motor Vehicle Theft,0
   OLD PROVIDENCE                           RD,28226,1465819,508758,Motor Vehicle Theft,0
   LYNNVILLE                                AV,28205,1471030,529618,Motor Vehicle Theft,0
   MT HOLLY-HUNTERSVILLE                    RD,28216,1426543,582632,Motor Vehicle Theft,0
   EDUCATION                                WY,28262,1484694,575203,Motor Vehicle Theft,0
   PEACHTREE                                RD,28216,1436175,566858,Motor Vehicle Theft,0
   ARROWRIDGE                               BV,28217,1429443,509340,Motor Vehicle Theft,0
   FORESTBROOK                              DR,28208,1427403,548859,Motor Vehicle Theft,0
   HAWTHORNE BRIDGE                         CT,28204,1456684,539578,Motor Vehicle Theft,0
   HIGHLAND                                 ST,28208,1436725,542828,Motor Vehicle Theft,0
   HUNTER                                   AV,28269,1464175,568195,Motor Vehicle Theft,0
   CAMPUS EDGE                              CR,28262,1485110,572616,Motor Vehicle Theft,0
   PRESIDENTS                               CT,28217,1432100,513969,Motor Vehicle Theft,0
   DUPONT                                   DR,28217,1437519,514439,Motor Vehicle Theft,0
   NORTH WIND                               PL,28210,1439132,503621,Motor Vehicle Theft,0
   CAPITOL                                  DR,28208,1428331,539708,Motor Vehicle Theft,0
   BRAMBLE RIDGE                            CT,28215,1485427,552364,Motor Vehicle Theft,0
   TRADING PATH                             WY,28226,1445538,476266,Motor Vehicle Theft,0
   COUNTRY OAKS                             RD,28227,1483921,527620,Motor Vehicle Theft,0
   HICKORY GROVE                            RD,28212,1481884,540495,Motor Vehicle Theft,0
   BANCROFT                                 ST,28206,1455505,551922,Motor Vehicle Theft,0
   CLOVER HITCH                             DR,28215,1474947,553242,Motor Vehicle Theft,0
   CRESSIDA                                 DR,28210,1437388,501439,Motor Vehicle Theft,0
   PINEBARK                                 CT,28212,1477763,532151,Motor Vehicle Theft,0
   DOVE TREE                                LN,28213,1471165,557497,Motor Vehicle Theft,0
   CALLIOPE                                 CT,28227,1489092,538453,Motor Vehicle Theft,0
E  BLAND                                    ST,28203,1446319,538794,Motor Vehicle Theft,0
   EXECUTIVE CENTER                         DR,28212,1479266,532436,Motor Vehicle Theft,0
   BRIXHAM HILL                             AV,28277,1445731,481055,Motor Vehicle Theft,0
   SOUTHERN PINE                            BV,28217,1428829,510753,Motor Vehicle Theft,0
   ELIZABETH                                AV,28204,1453922,538330,Motor Vehicle Theft,0
   HALSTEAD                                 DR,28209,1445793,521473,Motor Vehicle Theft,0
   COMMUNITY                                CR,28215,1468906,549192,Motor Vehicle Theft,0
E  6TH                                      ST,28202,1451057,542783,Motor Vehicle Theft,0
   BARODA                                   LN,28269,1460297,569319,Motor Vehicle Theft,0
   LAKE                                     RD,29269,1455332,565601,Motor Vehicle Theft,0
   SICKLES                                  DR,28273,1408404,500962,Motor Vehicle Theft,0
   WINTER                                   ST,28205,1461645,541556,Motor Vehicle Theft,0
N  DAVIDSON                                 ST,28205,1459936,549316,Motor Vehicle Theft,0
   OLD PINEVILLE                            RD,28217,1438547,518414,Motor Vehicle Theft,0
   ROBINSON CHURCH                          RD,28215,1483572,543821,Motor Vehicle Theft,0
   OLD DOWD                                 RD,28208,1423676,543412,Motor Vehicle Theft,0
   KENNON                                   ST,28205,1458258,543715,Motor Vehicle Theft,0
   CALVERT                                  ST,28208,1443964,543832,Motor Vehicle Theft,0
   RIDGE CLIFF DR                             ,28269,1467554,579460,Motor Vehicle Theft,0
   SHIP                                     ST,28269,1467997,577122,Motor Vehicle Theft,0
   PROSPERITY CHURCH                        RD,28269,1468964,588016,Motor Vehicle Theft,0
   REAMES                                   RD,28216,1447924,573861,Motor Vehicle Theft,0
   OLD STATESVILLE                          RD,28269,1455226,582692,Motor Vehicle Theft,0
S  EDGEHILL                                 RD,28207,1453275,533444,Motor Vehicle Theft,0
   STELLA                                   DR,28262,1482276,578151,Motor Vehicle Theft,0
   AIR RAMP                                 RD,28208,1417750,541946,Motor Vehicle Theft,0
   OLD MT HOLLY                             RD,28214,1425549,562630,Motor Vehicle Theft,0
   PERTH                                    CT,28215,1477441,548434,Motor Vehicle Theft,0
N  TRYON                                    ST,28262,1474872,564567,Motor Vehicle Theft,0
N  COLLEGE                                  ST,28206,1450058,542435,Motor Vehicle Theft,0
   ATLAS                                    DR,28269,1453637,565176,Motor Vehicle Theft,0
   ALBEMARLE                                RD,28227,1517809,541140,Motor Vehicle Theft,0
   MONROE                                   RD,28270,1479945,509645,Motor Vehicle Theft,0
   BRAID HILLS                              DR,28277,1469952,476229,Motor Vehicle Theft,0
   SUNSET                                   RD,28269,1449422,571854,Motor Vehicle Theft,0
   LONDONDERRY                              RD,28210,1441573,519114,Motor Vehicle Theft,0
   AMITY                                    PL,28212,1478718,528512,Motor Vehicle Theft,0
   GREEN                                    ST,28208,1434030,561429,Motor Vehicle Theft,0
   PROSPECT                                 DR,28213,1467134,561414,Motor Vehicle Theft,0
   PEGRAM                                   ST,28205,1458361,544979,Motor Vehicle Theft,0
   MULBERRY                                 AV,28216,1447501,552308,Motor Vehicle Theft,0
N  TRYON                                    ST,28213,1472033,557165,Motor Vehicle Theft,0
   IVY MEADOW                               DR,28262,1483272,565156,Motor Vehicle Theft,0
   PRYOR                                    ST,28208,1440373,547701,Motor Vehicle Theft,0
   IVY MEADOW                               DR,28269,1483655,565754,Motor Vehicle Theft,0
   AMBASSADOR                               ST,28208,1441058,548747,Motor Vehicle Theft,0
   GILMORE                                  DR,28209,1440166,523077,Motor Vehicle Theft,0
   IDLEWILD                                 RD,28212,1476929,526249,Motor Vehicle Theft,0
   COUNTRYSIDE                              DR,28213,1471447,558676,Motor Vehicle Theft,0
   PARKLAND                                 CR,28227,1485302,534642,Motor Vehicle Theft,0
   VAIL                                     AV,28207,1457233,534501,Motor Vehicle Theft,0
   EASTWAY                                  DR,28205,1469393,542126,Motor Vehicle Theft,0
   PADDERBORN                               CT,28215,1499425,549385,Motor Vehicle Theft,0
   WATSON                                   DR,28208,1436821,539303,Motor Vehicle Theft,0
   CAPITOL                                  DR,28208,1428053,539756,Motor Vehicle Theft,0
   NORRIS                                   AV,28206,1452824,553613,Motor Vehicle Theft,0
   MISTRAL                                  WY,28208,1432915,561012,Motor Vehicle Theft,0
   BLYTHE                                   BV,28205,1450664,534250,Motor Vehicle Theft,0
   HARRISBURG                               RD,28227,1496236,537276,Motor Vehicle Theft,0
   NORTHLAKE CENTRE                         PY,28216,1445813,586823,Motor Vehicle Theft,0
N  TRYON                                    ST,28206,1454638,547242,Motor Vehicle Theft,0
   REAFIELD                                 DR,28226,1452906,490825,Motor Vehicle Theft,0
